,Education,EducationField,Gender,MaritalStatus,Age,YearsSinceLastPromotion,YearsWithCurrManager,TotalWorkingYears,NumCompaniesWorked,Country,Attrition,BusinessTravel,Department,JobLevel,JobRole,MonthlyIncome,OverTime,PercentSalaryHike,TrainingTimesLastYear,EnvironmentSatisfaction,JobInvolvement,JobSatisfaction,RelationshipSatisfaction
1102,College,Life Sciences,Male,Single,46,2,2,6,8.0,Carolina del Norte,No,Non-Travel,Sales,2,Sales Executive,7991,No,15,3,Medium,Medium,Medium,High
1103,College,Medical,Female,Single,34,3,0,10,3.0,Italia,No,Travel_Rarely,Research & Development,2,Healthcare Representative,6142,No,11,2,Medium,High,High,Very High
1104,,Medical,Male,Single,36,3,4,16,4.0,Hawaii,No,Travel_Rarely,Research & Development,1,Laboratory Technician,2519,No,21,6,High,High,High,High
1105,Bachelor,Marketing,Female,Single,20,0,1,2,1.0,Dinamarca,Yes,Travel_Frequently,Sales,1,Sales Representative,2323,Yes,14,3,Very High,High,Very High,Medium
1106,Master,Medical,Male,Divorced,34,0,0,9,1.0,Arkansas,No,Travel_Rarely,Sales,3,Sales Executive,8628,No,18,2,Very High,High,,High
1107,Bachelor,Other,Female,Married,26,4,2,5,1.0,Connecticut,No,Travel_Rarely,Research & Development,1,Research Scientist,2368,No,19,3,High,Medium,Medium,High
1108,College,Medical,Male,Married,36,1,0,10,1.0,Utah,No,Travel_Rarely,Sales,3,Sales Executive,7596,No,13,2,Medium,Medium,High,Medium
1109,Below College,Other,Female,Single,29,4,5,9,0.0,Iowa,Yes,Travel_Frequently,Research & Development,3,Healthcare Representative,7553,Yes,12,1,High,High,Very High,Low
1110,Master,Life Sciences,Female,Married,31,0,2,10,1.0,New Hampshire,No,Travel_Rarely,Sales,2,Sales Executive,5476,No,11,2,Low,High,Very High,Low
1111,College,Life Sciences,Male,Divorced,38,2,6,12,0.0,Alemania,No,Travel_Rarely,Research & Development,3,Research Director,11510,Yes,14,3,High,Medium,Very High,Medium
1112,,Other,Male,Divorced,36,0,0,9,7.0,Suecia,Yes,Travel_Rarely,Research & Development,2,Laboratory Technician,4834,No,14,3,Low,High,High,Medium
1113,Bachelor,Medical,Female,Married,40,0,0,20,6.0,Polonia,No,Travel_Rarely,Research & Development,2,Laboratory Technician,3448,No,22,3,Medium,Medium,High,Medium
1114,Below College,Life Sciences,Male,Single,25,1,0,1,1.0,Dakota del Norte,Yes,Travel_Frequently,Sales,1,Sales Representative,1118,Yes,14,4,High,Low,Very High,Very High
1115,Bachelor,Medical,Male,Single,27,0,0,6,2.0,Rumania,No,Travel_Frequently,Research & Development,1,Research Scientist,2580,No,13,0,Very High,High,Very High,High
1116,Below College,Life Sciences,Male,Divorced,31,0,2,5,1.0,Vermont,No,,Research & Development,1,Research Scientist,2911,No,17,1,Low,High,High,Very High
1117,,Medical,Male,Married,25,0,0,7,1.0,Reino Unido,No,Travel_Rarely,Sales,1,Sales Representative,2096,No,11,1,Medium,High,High,High
1118,Master,Medical,Male,Married,28,1,0,6,1.0,Arizona,No,Travel_Rarely,Research & Development,1,Laboratory Technician,3196,No,12,2,Very High,Medium,Low,High
1119,Below College,Life Sciences,Male,Married,49,3,2,28,3.0,Italia,No,Travel_Frequently,Research & Development,5,Research Director,19161,No,15,3,Medium,High,Very High,Very High
1120,College,Other,Male,Single,23,0,3,5,1.0,Italia,No,Travel_Rarely,Research & Development,1,Laboratory Technician,2647,No,13,6,Very High,High,Very High,High
1121,Bachelor,Marketing,Female,Married,53,5,7,30,2.0,Alemania,No,Travel_Frequently,Sales,3,Sales Executive,7525,No,12,2,High,Medium,Medium,Low
1122,,Life Sciences,Female,Divorced,29,0,1,8,0.0,Noruega,No,Travel_Frequently,Research & Development,1,Research Scientist,3291,No,14,2,Very High,High,Medium,Very High
1123,Master,Other,Male,Married,34,4,1,16,1.0,Francia,No,Travel_Frequently,Research & Development,2,Research Scientist,5747,Yes,15,3,High,Medium,Very High,Medium
1124,Bachelor,Marketing,Female,Married,42,0,3,23,5.0,España,No,Travel_Frequently,Sales,4,Sales Executive,13525,No,14,2,High,High,Medium,Very High
1125,Master,Technical Degree,Male,Married,30,1,2,9,3.0,Colorado,No,,Sales,3,Sales Executive,9250,No,12,3,High,High,Medium,Medium
1126,College,Life Sciences,Male,Single,42,1,2,20,1.0,Indiana,No,Non-Travel,Research & Development,2,Research Scientist,4332,No,12,2,Very High,Medium,High,Very High
1127,Bachelor,Human Resources,Female,Married,27,0,0,1,1.0,Reino Unido,Yes,Travel_Frequently,Human Resources,1,Human Resources,2863,No,12,2,Low,Medium,Medium,Low
1128,Master,Other,Male,Divorced,35,0,1,5,1.0,Francia,Yes,Travel_Rarely,Research & Development,1,Laboratory Technician,3743,Yes,24,2,High,Medium,Medium,Very High
1129,College,Medical,Male,Divorced,36,0,1,7,6.0,Luisiana,No,Travel_Rarely,Research & Development,2,Manufacturing Director,4941,No,20,0,Medium,High,Medium,Very High
1130,Master,Other,Male,Single,35,4,5,13,3.0,Nebraska,Yes,Travel_Frequently,Sales,2,Sales Executive,4581,Yes,24,2,Very High,High,Very High,Low
1131,Bachelor,Technical Degree,Male,Married,39,0,0,19,3.0,Alabama,Yes,Travel_Rarely,Sales,2,Sales Representative,2086,No,14,6,Very High,High,,High
1132,Bachelor,Life Sciences,Male,Married,48,8,5,29,4.0,Francia,No,,Research & Development,5,Research Director,19665,No,12,3,Very High,Medium,Medium,Very High
1133,Bachelor,Medical,Male,Divorced,34,0,6,16,7.0,Dakota del Sur,No,Travel_Frequently,Research & Development,4,Research Director,17007,No,14,3,Medium,High,Low,Very High
1134,Bachelor,Medical,Male,Married,43,1,2,8,7.0,Kansas,No,Travel_Frequently,Research & Development,1,Laboratory Technician,2258,No,20,1,Very High,High,Very High,Low
1135,College,Medical,Male,Married,45,4,0,22,9.0,Hungría,No,Non-Travel,Research & Development,4,Manager,16792,No,23,1,Low,Medium,Very High,Very High
1136,College,Life Sciences,Male,Divorced,41,0,0,17,2.0,Minnesota,No,Travel_Rarely,Research & Development,2,Research Scientist,3072,No,16,2,High,High,Low,Low
1137,College,Marketing,Male,Divorced,29,0,2,10,2.0,República Checa,No,,Sales,2,Sales Executive,6931,No,14,2,Very High,High,,Very High
1138,Bachelor,Life Sciences,Male,Married,35,0,0,10,4.0,Polonia,No,,Research & Development,3,Healthcare Representative,7632,Yes,12,2,Very High,High,High,High
1139,College,Life Sciences,Male,Married,31,2,0,4,1.0,California,No,Travel_Rarely,Research & Development,1,Laboratory Technician,2218,No,12,3,Very High,Medium,Low,High
1140,Below College,Life Sciences,Male,Divorced,50,0,5,28,3.0,Dinamarca,No,Travel_Rarely,Research & Development,5,Research Director,19144,No,14,4,Low,High,Medium,Low
1141,Bachelor,Life Sciences,Male,Single,27,0,4,5,1.0,Croacia,No,Travel_Rarely,Sales,2,Sales Executive,4478,Yes,11,3,Very High,High,High,Low
1142,Bachelor,Technical Degree,Female,Married,49,0,0,7,2.0,España,No,Travel_Rarely,Research & Development,1,Research Scientist,3580,No,16,2,High,High,Low,Medium
1143,Bachelor,Life Sciences,Female,Divorced,43,0,0,4,4.0,Minnesota,No,Travel_Rarely,Research & Development,2,Manufacturing Director,4765,No,21,2,Low,High,Medium,High
1144,Bachelor,Technical Degree,Male,Married,23,0,2,4,2.0,Virginia,No,Travel_Rarely,Research & Development,1,Research Scientist,2073,No,16,2,Very High,Very High,High,Very High
1145,Bachelor,Life Sciences,Female,Married,26,0,0,1,1.0,España,No,Travel_Rarely,Research & Development,1,Research Scientist,2061,No,21,5,Low,High,,Low
1146,College,Medical,Male,Divorced,26,0,0,8,5.0,Finlandia,No,Travel_Rarely,Sales,2,Sales Executive,4306,No,12,5,Low,High,,
1147,Below College,Life Sciences,Female,Married,31,0,1,4,1.0,Suiza,No,Travel_Frequently,Research & Development,2,Manufacturing Director,4148,No,12,1,High,High,Low,High
1148,Bachelor,Technical Degree,Female,Married,30,2,2,10,0.0,Luisiana,No,Travel_Rarely,Research & Development,2,Laboratory Technician,4627,No,12,6,Low,Medium,Very High,Low
1149,Master,Life Sciences,Female,Married,56,2,1,7,9.0,España,Yes,,Research & Development,1,Research Scientist,4963,Yes,18,2,Medium,High,,Low
1150,Bachelor,Life Sciences,Female,Married,24,0,0,6,1.0,Washington,Yes,Travel_Frequently,Research & Development,1,Laboratory Technician,2886,Yes,16,4,Low,High,High,Very High
1151,Bachelor,Life Sciences,Male,Single,43,0,0,10,0.0,Rumania,No,,Human Resources,1,Human Resources,3539,No,13,5,Medium,High,Very High,Medium
1152,Bachelor,Life Sciences,Male,Married,39,2,5,9,1.0,Virginia Occidental,No,Non-Travel,Research & Development,2,Laboratory Technician,6472,Yes,15,2,Very High,High,Very High,Very High
1153,,Life Sciences,Male,Divorced,42,6,0,24,1.0,Nueva Jersey,No,Travel_Frequently,Research & Development,5,Manager,18430,No,13,4,Medium,High,,Medium
1154,,Life Sciences,Male,Married,36,0,1,10,6.0,Finlandia,No,Travel_Rarely,Research & Development,2,Healthcare Representative,5347,No,14,2,Low,High,High,Medium
1155,Bachelor,Technical Degree,Male,Married,28,1,1,5,3.0,Países Bajos,Yes,Travel_Frequently,Sales,1,Sales Representative,2909,No,15,3,Low,High,High,Very High
1156,Below College,Technical Degree,Male,Single,32,0,1,9,4.0,Arizona,No,Travel_Rarely,Research & Development,2,Laboratory Technician,2176,No,13,5,Very High,Medium,Low,Very High
1157,Bachelor,Life Sciences,Male,Single,19,1,0,1,1.0,Italia,Yes,Travel_Rarely,Research & Development,1,Laboratory Technician,1102,No,22,3,Medium,Medium,Very High,High
1158,College,Marketing,Male,Married,36,1,0,12,2.0,Arizona,No,Travel_Rarely,Sales,2,Sales Executive,5507,No,16,1,High,Medium,Medium,High
1159,College,Life Sciences,Female,Married,30,1,0,9,0.0,Hungría,No,Travel_Rarely,Research & Development,3,Research Director,11416,Yes,12,4,Medium,Very High,Low,High
1160,Master,Life Sciences,Female,Divorced,35,0,0,16,2.0,Alabama,No,Non-Travel,Research & Development,2,Healthcare Representative,5093,No,11,2,Very High,High,,Low
1161,,Life Sciences,Male,Married,35,0,1,1,1.0,Florida,No,Travel_Rarely,Research & Development,1,Laboratory Technician,2690,No,18,5,High,Medium,Very High,Very High
1162,Bachelor,Medical,Female,Divorced,49,2,0,17,4.0,Noruega,No,Travel_Rarely,Research & Development,1,Laboratory Technician,2587,Yes,16,2,Very High,High,Low,Medium
1163,Bachelor,Life Sciences,Female,Single,30,0,4,5,1.0,Francia,No,Travel_Rarely,Research & Development,1,Research Scientist,2632,No,14,4,Low,High,High,High
1164,College,Medical,Male,Single,21,1,0,3,1.0,Illinois,No,Travel_Rarely,Research & Development,1,Research Scientist,3230,No,17,4,Very High,Medium,High,Low
1165,Master,Marketing,Female,Single,33,0,3,6,0.0,Reino Unido,Yes,Travel_Rarely,Sales,2,Sales Executive,8224,Yes,17,3,Low,High,Low,Low
1166,,Life Sciences,Female,Single,35,3,0,11,1.0,Alaska,No,Travel_Rarely,Research & Development,3,Healthcare Representative,8606,No,19,3,Very High,Medium,Medium,Very High
1167,Bachelor,Life Sciences,Male,Single,28,0,1,6,5.0,Tennessee,Yes,Travel_Rarely,Research & Development,1,Laboratory Technician,2028,Yes,14,4,High,Medium,High,Medium
1168,,Medical,Female,Divorced,29,0,2,8,6.0,Hungría,No,Travel_Rarely,Research & Development,1,Laboratory Technician,2532,No,14,5,Low,Medium,Very High,High
1169,Master,Marketing,Male,Divorced,37,5,6,13,4.0,Dinamarca,No,Travel_Frequently,Sales,1,Sales Representative,2793,No,17,2,Low,High,Very High,High
1170,Bachelor,Life Sciences,Male,Single,18,0,0,0,1.0,Georgia,Yes,Travel_Rarely,Research & Development,1,Laboratory Technician,1420,No,13,2,High,High,High,High
1171,Master,Life Sciences,Female,Married,45,1,4,10,4.0,Maine,No,Non-Travel,Sales,2,Sales Executive,5154,No,22,3,High,High,,Medium
1172,College,Life Sciences,Female,Single,34,0,0,6,5.0,Dinamarca,No,Travel_Rarely,Sales,2,Sales Executive,6029,No,12,3,Very High,Low,Very High,Low
1173,College,Life Sciences,Male,Married,39,0,3,13,3.0,Francia,No,,Research & Development,3,Healthcare Representative,10920,No,21,2,High,High,,Medium
1174,Bachelor,Life Sciences,Male,Single,48,1,0,19,2.0,República Checa,No,Travel_Rarely,Research & Development,2,Healthcare Representative,4240,No,13,0,Low,Medium,High,Very High
1175,Bachelor,Medical,Male,Divorced,37,0,0,17,6.0,Hawaii,Yes,Travel_Frequently,Research & Development,3,Manufacturing Director,10048,No,11,5,Low,High,High,Medium
1176,Master,Life Sciences,Male,Divorced,56,0,3,13,1.0,Dinamarca,No,Non-Travel,Research & Development,2,Healthcare Representative,6306,No,21,2,High,High,High,Low
1177,Below College,Life Sciences,Male,Divorced,23,0,2,4,1.0,Hawaii,No,Travel_Rarely,Research & Development,1,Research Scientist,2904,No,12,2,High,High,,High
1178,Master,Technical Degree,Male,Married,49,0,0,22,6.0,República Checa,No,Travel_Rarely,Sales,4,Sales Executive,13120,No,17,3,Very High,Medium,,Medium
1179,Master,Medical,Female,Married,54,0,1,14,4.0,Texas,No,Travel_Rarely,Research & Development,2,Research Scientist,6854,No,15,2,Very High,High,Very High,Medium
1180,Below College,Technical Degree,Female,Single,24,1,1,6,1.0,Suiza,Yes,Travel_Rarely,Sales,1,Sales Representative,3202,Yes,16,4,Low,High,Medium,Medium
1181,College,Medical,Male,Married,49,0,0,23,2.0,Montana,No,Travel_Rarely,Research & Development,5,Manager,18711,No,13,2,Low,Medium,High,High
1182,Bachelor,Life Sciences,Male,Married,29,0,0,6,0.0,Italia,No,,Research & Development,1,Research Scientist,2703,No,23,3,High,High,Medium,Very High
1183,Bachelor,Medical,Male,Married,39,0,0,7,4.0,Dinamarca,No,Travel_Rarely,Research & Development,2,Manufacturing Director,5295,No,21,3,Very High,High,Medium,High
1184,College,Other,Female,Divorced,45,1,3,10,1.0,Wyoming,No,Travel_Rarely,Research & Development,2,Manufacturing Director,5770,No,19,3,Very High,Medium,Very High,Low
1185,Master,Life Sciences,Female,Divorced,29,2,0,10,1.0,Kentucky,No,Travel_Rarely,Research & Development,3,Manufacturing Director,9980,No,11,1,Medium,Very High,Low,High
1186,Bachelor,Medical,Female,Married,58,0,1,32,3.0,Pensilvania,No,Travel_Rarely,Research & Development,5,Research Director,19701,Yes,21,3,Very High,High,,
1187,,Life Sciences,Male,Single,37,1,3,12,2.0,Austria,No,Travel_Rarely,Sales,3,Sales Executive,7428,No,12,3,High,High,Very High,Low
1188,,Life Sciences,Male,Single,36,0,5,10,1.0,Wyoming,No,Non-Travel,Sales,3,Sales Executive,7587,No,15,1,Low,Medium,Low,Medium
1189,Bachelor,Life Sciences,Female,Married,42,1,1,17,2.0,Dakota del Sur,No,Travel_Rarely,Research & Development,2,Laboratory Technician,5231,Yes,13,1,High,Very High,Very High,Medium
1190,Master,Technical Degree,Female,Single,39,7,1,20,0.0,Suecia,No,Travel_Frequently,Research & Development,3,Healthcare Representative,10938,No,25,1,High,High,,Very High
1191,Bachelor,Life Sciences,Female,Married,50,1,1,25,4.0,Nueva Jersey,No,Travel_Rarely,Research & Development,4,Research Director,16880,Yes,11,2,Very High,High,Low,Medium
1192,College,Medical,Male,Single,31,1,2,4,0.0,España,Yes,Non-Travel,Research & Development,1,Research Scientist,2321,Yes,22,0,High,Medium,,Low
1193,Doctor,Medical,Male,Married,48,1,0,23,2.0,España,No,Travel_Frequently,Research & Development,4,Manager,15202,No,25,3,High,Medium,Very High,Medium
1194,Master,Life Sciences,Male,Married,32,2,5,10,1.0,Georgia,No,Travel_Frequently,Research & Development,2,Laboratory Technician,5309,No,15,2,Low,High,Very High,Very High
1195,,Life Sciences,Female,Single,31,1,5,10,1.0,New Hampshire,Yes,Travel_Frequently,Research & Development,3,Manufacturing Director,7446,No,11,2,High,Very High,Medium,Low
1196,Doctor,Life Sciences,Female,Single,38,3,1,10,1.0,Hungría,No,Travel_Frequently,Research & Development,2,Laboratory Technician,2406,No,11,2,Very High,High,Very High,Very High
1197,Bachelor,Life Sciences,Male,Divorced,22,2,0,4,1.0,Croacia,No,Travel_Rarely,Research & Development,1,Research Scientist,2328,Yes,16,2,Very High,Very High,Medium,Low
1198,Master,Medical,Male,Single,35,1,2,6,0.0,Massachusetts,No,Travel_Frequently,Research & Development,1,Research Scientist,4930,Yes,14,2,Low,Medium,,High
1199,,Marketing,Female,Single,38,0,5,8,0.0,Suiza,No,Travel_Rarely,Sales,2,Sales Executive,4028,No,20,2,Very High,Medium,Very High,Low
1200,Bachelor,Medical,Female,Single,35,1,1,10,5.0,Tennessee,No,Travel_Frequently,Research & Development,2,Laboratory Technician,4425,No,11,5,Medium,High,Medium,Very High
1201,Bachelor,Other,Female,Married,32,1,2,2,1.0,Noruega,No,Travel_Frequently,Research & Development,1,Laboratory Technician,2743,No,20,2,High,Medium,Medium,High
1202,,Medical,Male,Single,34,0,0,8,2.0,Dakota del Norte,Yes,Travel_Rarely,Research & Development,1,Research Scientist,2960,No,11,2,Medium,High,Low,High
1203,Bachelor,Life Sciences,Male,Divorced,38,1,1,13,2.0,República Checa,No,Travel_Frequently,Research & Development,2,Healthcare Representative,6288,No,15,3,Low,Medium,Low,High
1204,Bachelor,Technical Degree,Female,Single,29,0,0,7,5.0,Wisconsin,Yes,Travel_Frequently,Sales,2,Sales Executive,5765,No,11,4,Low,High,Medium,Low
1205,Master,Marketing,Male,Single,32,1,0,7,7.0,Florida,Yes,Travel_Rarely,Sales,2,Sales Executive,9907,Yes,12,3,High,Medium,Medium,High
1206,Bachelor,Life Sciences,Female,Married,58,0,0,29,4.0,Misisipi,No,Travel_Rarely,Sales,4,Manager,17875,Yes,13,2,Very High,High,Very High,High
1207,Master,Marketing,Male,Divorced,40,0,0,11,2.0,Utah,No,Travel_Rarely,Sales,3,Sales Executive,9705,No,12,2,Low,Medium,,Medium
1208,Master,Medical,Male,Divorced,37,1,3,6,1.0,Suecia,No,Travel_Frequently,Sales,2,Sales Executive,9525,No,14,2,High,Low,Very High,High
1209,Master,Marketing,Male,Single,40,1,0,9,2.0,Luisiana,Yes,Travel_Rarely,Sales,3,Sales Executive,9094,Yes,12,2,Very High,Medium,Medium,High
1210,Master,Medical,Male,Single,48,1,1,27,2.0,Croacia,No,Non-Travel,Research & Development,4,Manager,16885,No,22,3,Low,Very High,Very High,High
1211,College,Medical,Female,Single,34,0,6,10,1.0,Finlandia,No,Travel_Rarely,Sales,2,Sales Executive,6125,No,12,6,High,High,Low,Very High
1212,Master,Life Sciences,Male,Married,34,0,3,13,6.0,Portugal,No,Travel_Rarely,Research & Development,2,Manufacturing Director,5957,No,13,3,Very High,Medium,Low,Medium
1213,Bachelor,Medical,Female,Divorced,38,0,5,20,1.0,Hawaii,No,Travel_Frequently,Research & Development,2,Research Scientist,2133,Yes,16,3,Very High,Medium,Medium,High
1214,Master,Marketing,Male,Married,42,0,2,10,0.0,Polonia,No,Travel_Rarely,Sales,2,Sales Executive,6825,No,11,2,High,High,Medium,Very High
1215,Master,Medical,Male,Married,50,1,0,29,2.0,Minnesota,No,Travel_Rarely,Research & Development,5,Research Director,19237,Yes,11,2,Medium,High,High,Very High
1216,Bachelor,Medical,Male,Married,35,4,0,15,9.0,República Checa,Yes,Travel_Rarely,Sales,3,Sales Executive,10306,No,17,3,Very High,Medium,Low,High
1217,College,Life Sciences,Female,Single,24,2,0,4,,Países Bajos,Yes,Travel_Rarely,Sales,2,Sales Executive,4577,No,14,3,Low,High,High,Low
1218,Bachelor,Marketing,Female,Married,34,1,2,8,1.0,Nueva York,No,Travel_Rarely,Sales,2,Sales Executive,6712,No,21,2,Very High,Medium,High,Very High
1219,Below College,Medical,Male,Single,20,0,1,1,1.0,Dinamarca,Yes,Travel_Rarely,Research & Development,1,Research Scientist,1009,Yes,11,5,Very High,High,High,Very High
1220,Bachelor,Medical,Male,Married,35,0,1,6,0.0,Pensilvania,No,Travel_Rarely,Research & Development,1,Laboratory Technician,2426,No,13,5,Low,Very High,Medium,High
1221,Doctor,Marketing,Female,Divorced,44,1,0,9,5.0,California,No,Travel_Rarely,Sales,2,Sales Executive,5454,Yes,21,2,Medium,High,Low,High
1222,Bachelor,Life Sciences,Male,Divorced,45,7,11,24,1.0,Suiza,No,Travel_Frequently,Research & Development,3,Laboratory Technician,5210,No,18,2,Low,High,Low,Low
1223,Below College,Life Sciences,Male,Single,32,0,0,1,1.0,Nevada,No,Travel_Rarely,Research & Development,1,Research Scientist,2956,No,13,2,Very High,High,Low,Very High
1224,Bachelor,Life Sciences,Male,Single,32,1,2,4,0.0,Grecia,Yes,Travel_Rarely,Research & Development,1,Laboratory Technician,3730,Yes,14,2,Very High,Medium,High,Very High
1225,Below College,Technical Degree,Female,Single,24,0,3,6,1.0,Iowa,No,Travel_Frequently,Research & Development,1,Research Scientist,3760,Yes,13,2,Low,High,,High
1226,Bachelor,Technical Degree,Female,Divorced,58,0,0,24,2.0,Bélgica,No,Travel_Rarely,Research & Development,3,Healthcare Representative,10552,Yes,13,3,High,Medium,Medium,Very High
1227,Bachelor,Life Sciences,Male,Married,54,0,0,36,3.0,España,No,Travel_Rarely,Research & Development,4,Research Director,17779,No,14,2,Very High,High,Very High,Low
1228,Bachelor,Marketing,Male,Single,25,0,2,6,1.0,Ohio,Yes,Travel_Rarely,Sales,2,Sales Executive,5744,Yes,11,1,High,Medium,High,Very High
1229,Master,Life Sciences,Male,Married,33,1,1,8,2.0,Oregón,No,Travel_Rarely,Sales,2,Sales Executive,6392,No,13,6,Low,High,Low,Very High
1230,Bachelor,Life Sciences,Male,Married,41,1,0,12,3.0,Kansas,No,Travel_Rarely,Research & Development,1,Research Scientist,2782,No,22,3,Very High,High,Very High,Low
1231,College,Life Sciences,Male,Single,34,0,2,5,2.0,Polonia,No,Travel_Frequently,Research & Development,2,Manufacturing Director,4033,No,11,3,Very High,High,High,Very High
1232,Bachelor,Marketing,Male,Married,50,0,0,27,4.0,Nueva Jersey,No,Travel_Rarely,Sales,5,Manager,19331,Yes,16,2,High,High,,High
1233,,Other,Male,Married,24,0,0,1,1.0,Dinamarca,No,,Research & Development,1,Laboratory Technician,2127,No,21,2,Very High,Medium,Medium,Very High
1234,,Life Sciences,Male,Married,32,1,0,10,1.0,Bélgica,Yes,Travel_Rarely,Research & Development,2,Laboratory Technician,4883,No,18,3,Very High,High,High,Low
1235,Bachelor,Medical,Female,Divorced,34,5,1,15,4.0,Rumania,No,Travel_Frequently,Research & Development,2,Laboratory Technician,4444,No,13,2,High,High,Medium,High
1236,Bachelor,Life Sciences,Female,Divorced,26,0,2,3,1.0,Oregón,No,Travel_Rarely,Research & Development,1,Research Scientist,2886,No,22,3,Low,High,Very High,Medium
1237,Bachelor,Technical Degree,Male,Married,25,0,0,7,4.0,Dinamarca,No,Travel_Rarely,Research & Development,1,Laboratory Technician,3229,No,11,2,Low,High,Very High,Medium
1238,College,Life Sciences,Female,Married,31,4,4,10,1.0,Noruega,No,,Research & Development,3,Manufacturing Director,8943,No,24,2,High,Medium,,Low
1239,Below College,Medical,Male,Single,47,0,0,5,3.0,Nueva Jersey,No,,Sales,2,Sales Representative,2976,No,19,3,Medium,High,High,Low
1240,Bachelor,Life Sciences,Male,Married,28,2,2,2,1.0,Reino Unido,No,Travel_Frequently,Research & Development,1,Laboratory Technician,3867,Yes,12,2,Very High,Medium,Very High,Medium
1241,Below College,Life Sciences,Male,Single,22,0,0,1,1.0,Hungría,Yes,Travel_Rarely,Research & Development,1,Research Scientist,2472,Yes,23,2,Very High,High,,Low
1242,Bachelor,Medical,Male,Married,43,5,3,10,1.0,Suiza,No,,Sales,2,Sales Executive,7847,Yes,17,3,Very High,High,Very High,Low
1243,Master,Medical,Male,Single,28,0,0,5,6.0,Alemania,Yes,Travel_Rarely,Research & Development,1,Research Scientist,4382,No,17,3,High,High,,Very High
1244,Doctor,Life Sciences,Female,Single,31,1,0,9,3.0,Portugal,No,Travel_Rarely,Research & Development,4,Research Director,16422,No,11,3,Low,High,,High
1245,Master,Other,Male,Single,36,0,0,8,2.0,Reino Unido,No,Travel_Rarely,Research & Development,1,Research Scientist,4678,No,18,6,Medium,High,Very High,High
1246,College,Medical,Female,Single,31,0,2,8,9.0,Nuevo México,No,Travel_Rarely,Human Resources,1,Human Resources,2109,No,18,3,Very High,Very High,Medium,Very High
1247,,Marketing,Male,Divorced,36,8,0,15,1.0,Michigan,No,Non-Travel,Sales,2,Sales Executive,5406,No,24,4,Very High,Low,,Low
1248,Bachelor,Medical,Female,Divorced,30,0,0,1,1.0,Austria,No,Travel_Frequently,Research & Development,1,Research Scientist,2083,No,20,2,High,High,High,High
1249,Master,Life Sciences,Male,Married,43,5,4,7,1.0,Kansas,No,Travel_Frequently,Sales,2,Sales Executive,5675,No,20,5,Low,High,Very High,High
1250,,Life Sciences,Female,Married,53,3,7,31,2.0,Francia,No,Travel_Rarely,Sales,4,Manager,15427,No,16,3,Low,Medium,Very High,High
1251,Below College,Medical,Male,Married,38,0,2,3,0.0,Finlandia,No,,Research & Development,1,Research Scientist,2684,No,17,0,High,High,High,Medium
1252,Bachelor,Technical Degree,Female,Single,37,0,0,12,4.0,Rhode Island,No,Travel_Rarely,Research & Development,3,Manufacturing Director,7491,No,17,3,Medium,High,Very High,Very High
1253,Doctor,Life Sciences,Male,Married,40,0,2,5,9.0,Tennessee,No,Non-Travel,Research & Development,2,Healthcare Representative,4876,No,14,5,Very High,Medium,Very High,Very High
1254,Bachelor,Medical,Male,Married,27,0,0,0,1.0,Grecia,No,Non-Travel,Research & Development,1,Research Scientist,1706,No,11,6,Very High,High,Very High,High
1255,Bachelor,Medical,Female,Divorced,28,1,5,10,0.0,Misuri,No,Travel_Rarely,Research & Development,3,Manufacturing Director,7655,No,17,3,Very High,High,Medium,Medium
1256,College,Marketing,Male,Divorced,35,0,1,5,1.0,Oregón,No,Travel_Frequently,Sales,2,Sales Executive,4968,No,11,3,Very High,High,Very High,Very High
1257,College,Medical,Male,Divorced,46,0,1,16,8.0,Croacia,No,Travel_Rarely,Human Resources,2,Human Resources,5021,Yes,22,2,Medium,High,Medium,Very High
1258,Bachelor,Life Sciences,Male,Married,32,0,2,10,3.0,Países Bajos,No,Travel_Rarely,Sales,3,Sales Executive,9610,No,13,2,Very High,Low,High,High
1259,Bachelor,Life Sciences,Male,Divorced,41,1,1,21,4.0,Dakota del Norte,No,Travel_Frequently,Research & Development,4,Manager,17181,No,13,2,Very High,Medium,Low,Medium
1260,Master,Other,Female,Single,41,0,2,10,2.0,Washington,No,Non-Travel,Research & Development,2,Healthcare Representative,6811,Yes,17,3,Low,Medium,High,Low
1261,Bachelor,Life Sciences,Female,Married,26,0,1,3,1.0,Rumania,No,Travel_Rarely,Research & Development,1,Laboratory Technician,2659,Yes,13,2,High,High,Very High,High
1262,,Life Sciences,Male,Married,38,0,0,1,1.0,República Checa,No,Travel_Frequently,Research & Development,1,Laboratory Technician,1702,Yes,23,3,Very High,High,Very High,High
1263,Master,Marketing,Female,Married,51,4,17,29,2.0,Dinamarca,No,Travel_Rarely,Sales,4,Manager,16307,No,14,2,Low,High,,High
1264,Master,Medical,Female,Married,40,0,1,20,2.0,Nevada,No,Travel_Rarely,Research & Development,1,Research Scientist,2001,No,14,2,High,High,High,Medium
1265,Doctor,Other,Male,Single,29,0,1,4,0.0,Virginia Occidental,No,Travel_Rarely,Research & Development,1,Laboratory Technician,3983,No,17,2,Medium,Medium,,High
1266,,Marketing,Female,Married,29,1,6,10,1.0,California,Yes,Travel_Rarely,Sales,3,Sales Executive,7639,No,22,3,Medium,High,,Very High
